                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     150                                      721                  1.0000000000000000E+000                  2.0000000000000000E-002                  6.4822416178734757E+003                  1.1097202681892382E+002                  7.1694492152807974E+028                  1.2477505614120169E+009                  2.0000000000000000E+027                  4.7893166113060408E+002                  6.2004433023665809E-008                  3.6217887070947821E-002                 -1.7812052180192818E+001                  7.3000000000000020E-001                  2.6605031474230896E-005                  2.4997339496852569E-001                  3.4416073257059871E-003                  1.0081585205319677E-003                  9.3604492797742158E-003                  2.0994604783340929E-003                  3.6405931501221739E-005                  0.0000000000000000E+000                  2.6576329995892073E-007                  9.6858095343870520E-012                  9.1005142943520574E-008                  1.2529492055375588E-009                  3.6702950040860093E-010                  3.4077587530012307E-009                  7.6432814363753675E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6405914948780701E-005                  3.5547572648577712E-002                  3.6405740975051283E-005                  3.3958737599588687E-002                  1.1437527810429556E+004                  1.3854089322198089E+007                  5.8715046208593418E+012                  3.3465849158276509E-027                  3.3465849158276509E-027                  0.0000000000000000E+000                  1.3389547231674155E-028                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.0456755320937796E+011 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                radius_cm                               mass_grams                              temperature                                   energy                                  density                                  entropy                                     logS                                 pressure                                       mu                                    grada                                       cv                                       cp                                   gamma1                                  opacity                               luminosity                                     logL                                    gradT                             d_gradT_dlnR                             actual_gradT                                    gradr                                    gradL                               sch_stable                            ledoux_stable                                      tau                               extra_heat                     log_irradiation_heat 
                                       1                  3.6405931501221739E-005                 -1.4410768897534505E+000                  2.6802735495415861E+000                 -5.3711320207995170E+000                  4.8621459493551775E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206925043638263E+009                  7.2418678942230281E+028                  4.7893166254899398E+002                  3.9387211629659439E+010                  4.2546905550721450E-006                  9.0282512803848540E+000                  8.8754383378755684E+000                  7.2802442390831144E+004                  2.5399999999999983E+000                  2.9882618918362075E-001                  8.3874822911134556E+007                  1.1959372593896045E+008                  1.4239917749632685E+000                  6.9659135890820217E-003                  6.2004433023665809E-008                 -7.2075772593905860E+000                  1.2500000159460165E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2500000159460165E-001                  2.9882618918362075E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       2                  3.6405931501221556E-005                 -1.4410768899370894E+000                  2.6802735553294350E+000                 -5.3711319802845772E+000                  4.8621459956579658E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206925032979665E+009                  7.2418678942229921E+028                  4.7893166893172349E+002                  3.9387212168065147E+010                  4.2546909519883968E-006                  9.0282512537183859E+000                  8.8754383365928060E+000                  7.2802450152744728E+004                  2.5399999999999983E+000                  2.9882618912697306E-001                  8.3874822922314927E+007                  1.1959372595052880E+008                  1.4239917750494562E+000                  6.9659145386438900E-003                  6.2004433023696117E-008                 -7.2075772593903737E+000                  1.2500000686198395E-001                  0.0000000000000000E+000                  1.2500000937054237E-001                  1.2500000686198395E-001                  2.9882618917103237E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666669825662705E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       3                  3.6405931501220919E-005                 -1.4410768905798297E+000                  2.6802735710852486E+000                 -5.3711318699939339E+000                  4.8621461217044182E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206924995674310E+009                  7.2418678942228654E+028                  4.7893168630693401E+002                  3.9387213633725067E+010                  4.2546920324825784E-006                  9.0282511811264925E+000                  8.8754383331008508E+000                  7.2802471282398183E+004                  2.5399999999999983E+000                  2.9882618897276558E-001                  8.3874822952750310E+007                  1.1959372598202050E+008                  1.4239917752840774E+000                  6.9659171235626023E-003                  6.2004433023802155E-008                 -7.2075772593896312E+000                  1.2500004373344561E-001                  0.0000000000000000E+000                  1.2500004598289211E-001                  1.2500004373344561E-001                  2.9882618908291381E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666680882150375E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       4                  3.6405931501219327E-005                 -1.4410768921866770E+000                  2.6802735935935598E+000                 -5.3711317124359379E+000                  4.8621463017707196E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206924902411141E+009                  7.2418678942225488E+028                  4.7893171112867202E+002                  3.9387215727525925E+010                  4.2546935760455311E-006                  9.0282510774238816E+000                  8.8754383281123452E+000                  7.2802501467618058E+004                  2.5399999999999983E+000                  2.9882618875246930E-001                  8.3874822996229455E+007                  1.1959372602700862E+008                  1.4239917756192506E+000                  6.9659208163044602E-003                  6.2004433024067276E-008                 -7.2075772593877740E+000                  1.2500013591211404E-001                  0.0000000000000000E+000                  1.2500013241757821E-001                  1.2500013591211404E-001                  2.9882618886261747E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666708523379947E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       5                  3.6405931501217735E-005                 -1.4410768937935259E+000                  2.6802736209250910E+000                 -5.3711315211156245E+000                  4.8621465204225585E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206924809147882E+009                  7.2418678942222312E+028                  4.7893174126936663E+002                  3.9387218269999504E+010                  4.2546954503716454E-006                  9.0282509514993095E+000                  8.8754383220548778E+000                  7.2802538121099686E+004                  2.5399999999999983E+000                  2.9882618848496678E-001                  8.3874823049025521E+007                  1.1959372608163701E+008                  1.4239917760262464E+000                  6.9659253003494653E-003                  6.2004433024332397E-008                 -7.2075772593859178E+000                  1.2500022809080316E-001                  0.0000000000000000E+000                  1.2500022939501315E-001                  1.2500022809080316E-001                  2.9882618864232124E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666736164624385E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       6                  3.6405931501215458E-005                 -1.4410768960890219E+000                  2.6802736530798486E+000                 -5.3711312960330506E+000                  4.8621467776598797E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206924675914803E+009                  7.2418678942217791E+028                  4.7893177672902652E+002                  3.9387221261146172E+010                  4.2546976554607984E-006                  9.0282508033529751E+000                  8.8754383149284539E+000                  7.2802581242843662E+004                  2.5399999999999983E+000                  2.9882618817025819E-001                  8.3874823111138538E+007                  1.1959372614590570E+008                  1.4239917765050638E+000                  6.9659305756985179E-003                  6.2004433024711140E-008                 -7.2075772593832648E+000                  1.2500035977468199E-001                  0.0000000000000000E+000                  1.2500035924797312E-001                  1.2500035977468199E-001                  2.9882618832761249E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666775652142207E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       7                  3.6405931501213181E-005                 -1.4410768983845192E+000                  2.6802737013120077E+000                 -5.3711309584094931E+000                  4.8621471635155853E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206924542681632E+009                  7.2418678942213261E+028                  4.7893182991854616E+002                  3.9387225747868973E+010                  4.2547009630937000E-006                  9.0282505811338911E+000                  8.8754383042388394E+000                  7.2802645925461082E+004                  2.5399999999999983E+000                  2.9882618769819586E-001                  8.3874823204307988E+007                  1.1959372624230865E+008                  1.4239917772232884E+000                  6.9659384887254669E-003                  6.2004433025089883E-008                 -7.2075772593806118E+000                  1.2500049145860587E-001                  0.0000000000000000E+000                  1.2500049121978940E-001                  1.2500049145860587E-001                  2.9882618801290406E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666815139690350E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       8                  3.6405931501208634E-005                 -1.4410769029755097E+000                  2.6802737977764175E+000                 -5.3711302831634633E+000                  4.8621479352260000E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206924276215558E+009                  7.2418678942204210E+028                  4.7893193629770445E+002                  3.9387234721324791E+010                  4.2547075783565834E-006                  9.0282501366968653E+000                  8.8754382828596636E+000                  7.2802775290701378E+004                  2.5399999999999983E+000                  2.9882618675407296E-001                  8.3874823390646711E+007                  1.1959372643511444E+008                  1.4239917786597314E+000                  6.9659543147922555E-003                  6.2004433025847356E-008                 -7.2075772593753067E+000                  1.2500075482659154E-001                  0.0000000000000000E+000                  1.2500075538151895E-001                  1.2500075482659154E-001                  2.9882618738348821E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666894114877606E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       9                  3.6405931501199534E-005                 -1.4410769121574747E+000                  2.6802739907056012E+000                 -5.3711289326757505E+000                  4.8621494786428476E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002                  2.5206923743284321E+009                  7.2418678942186107E+028                  4.7893214905649381E+002                  3.9387252668275864E+010                  4.2547208088706179E-006                  9.0282492478277856E+000                  8.8754382401015501E+000                  7.2803034021204017E+004                  2.5399999999999983E+000                  2.9882618486583462E-001                  8.3874823763323471E+007                  1.1959372682072517E+008                  1.4239917815325929E+000                  6.9659859669772449E-003                  6.2004433027362300E-008                 -7.2075772593646956E+000                  1.2500128156310708E-001                  0.0000000000000000E+000                  1.2500128162974358E-001                  1.2500128156310708E-001                  2.9882618612466016E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6667052065615973E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001 
