                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     100                                      453                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.3389765082067481E+003                  1.0911911441528707E+002                  8.9646082879999991E+028                  1.3233791237274969E+009                  3.0252364108476007E+002                  1.1162773446015511E-007                  1.2179410101901839E-001                  5.3927715309809070E+000                  7.3000000000000020E-001                  2.6605031474230913E-005                  2.4997339496852583E-001                  3.4416073257059884E-003                  1.0081585205319675E-003                  9.3604492797742123E-003                  2.0994604783340916E-003                  9.0133452877088572E-005                  0.0000000000000000E+000                  3.2898948600274647E-005                  1.1990103602457700E-009                  1.1265564208911905E-005                  1.5510309932976716E-007                  4.5434733353301559E-008                  4.2184786264489066E-007                  9.4616496390440212E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0132794401329098E-005                  1.1994995072668674E-001                  9.0131600694029953E-005                  1.1848392288254568E-001                  4.4825996045369837E+004                  1.4026625160696760E+007                  8.0744676323482314E+012                  1.7948004520395192E-024                  1.7948004520395192E-024                  0.0000000000000000E+000                  7.1825902599682700E-026                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.2255621471041168E+010 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  9.0133452877088572E-005                 -9.1437374583228648E-001                  2.4807593225921170E+000                 -5.2621765666786571E+000                  4.7715871581262732E+000                  7.3000000000000009E-001                  2.4999999999999997E-001                  1.9999999999999907E-002 
                                       2                  9.0133452877066034E-005                 -9.1437374629743184E-001                  2.4807593330341353E+000                 -5.2621764935845619E+000                  4.7715872416624103E+000                  7.3000000000000009E-001                  2.5000000000000000E-001                  1.9999999999999907E-002 
                                       3                  9.0133452877026610E-005                 -9.1437374711143682E-001                  2.4807593463239788E+000                 -5.2621764005557399E+000                  4.7715873479811073E+000                  7.3000000000000009E-001                  2.5000000000000000E-001                  1.9999999999999907E-002 
                                       4                  9.0133452876987172E-005                 -9.1437374792544190E-001                  2.4807593648348343E+000                 -5.2621762709799240E+000                  4.7715874960678217E+000                  7.3000000000000009E-001                  2.5000000000000006E-001                  1.9999999999999796E-002 
                                       5                  9.0133452876916753E-005                 -9.1437374937902283E-001                  2.4807593885667054E+000                 -5.2621761048571605E+000                  4.7715876859225119E+000                  7.3000000000000009E-001                  2.5000000000000006E-001                  1.9999999999999796E-002 
                                       6                  9.0133452876846334E-005                 -9.1437375083260219E-001                  2.4807594217913302E+000                 -5.2621758722854288E+000                  4.7715879517189430E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       7                  9.0133452876719591E-005                 -9.1437375344904637E-001                  2.4807594645087216E+000                 -5.2621755732648827E+000                  4.7715882934569809E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       8                  9.0133452876592834E-005                 -9.1437375606548577E-001                  2.4807595333312071E+000                 -5.2621750915101311E+000                  4.7715888440343788E+000                  7.3000000000000009E-001                  2.5000000000000006E-001                  1.9999999999999796E-002 
                                       9                  9.0133452876311158E-005                 -9.1437376187979569E-001                  2.4807596282588520E+000                 -5.2621744270220008E+000                  4.7715896034503729E+000                  7.3000000000000009E-001                  2.5000000000000006E-001                  1.9999999999999796E-002 
                                      10                  9.0133452876029483E-005                 -9.1437376769409628E-001                  2.4807597706504239E+000                 -5.2621734302923402E+000                  4.7715907425719370E+000                  7.3000000000000009E-001                  2.5000000000000006E-001                  1.9999999999999796E-002 
