                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     150                                      780                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.8377301907964218E+004                  2.1562988734741593E+003                  8.9646082879999991E+028                  1.3233791237274969E+009                  2.0000000000000000E+027                  3.8529530770804229E+002                  9.6760940216093374E-008                  6.9907124124448966E-002                 -5.9830469177451984E-001                  7.3000000000000020E-001                  2.6605031474230903E-005                  2.4997339496852566E-001                  3.4416073257059880E-003                  1.0081585205319679E-003                  9.3604492797742158E-003                  2.0994604783340924E-003                  5.0073700000000001E-005                  0.0000000000000000E+000                  3.6553290000000078E-006                  1.3321937410091662E-010                  1.2516917806259011E-006                  1.7233160362007625E-008                  5.0481521598597212E-009                  4.6870577678613499E-008                  1.0512628453162322E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0073591556256040E-005                  6.8790869664676624E-002                  5.0073277456926168E-005                  6.7412649943777866E-002                  2.6152359908143866E+004                  8.7011646977324206E+006                  5.1749910540525830E+012                  1.3028190016071874E-025                  1.3028190016071874E-025                  0.0000000000000000E+000                  5.2131476099311838E-027                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.5266981494327842E+012 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  5.0073700000000001E-005                 -1.1554785637352836E+000                  2.5857937217811489E+000                 -5.2786104658371835E+000                  4.8601876716732884E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       2                  5.0073699999997501E-005                 -1.1554785640191292E+000                  2.5857937293750992E+000                 -5.2786104126795275E+000                  4.8601877324248850E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       3                  5.0073699999989207E-005                 -1.1554785649593671E+000                  2.5857937487451781E+000                 -5.2786102770890233E+000                  4.8601878873854423E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       4                  5.0073699999969962E-005                 -1.1554785671414287E+000                  2.5857937859445461E+000                 -5.2786100166937837E+000                  4.8601881849800019E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       5                  5.0073699999936318E-005                 -1.1554785709555999E+000                  2.5857938585824054E+000                 -5.2786095082303151E+000                  4.8601887660812331E+000                  7.3000000000000032E-001                  2.4999999999999981E-001                  1.9999999999999907E-002 
                                       6                  5.0073699999866685E-005                 -1.1554785788500412E+000                  2.5857939845982316E+000                 -5.2786086261251564E+000                  4.8601897742020546E+000                  7.3000000000000032E-001                  2.4999999999999969E-001                  2.0000000000000018E-002 
                                       7                  5.0073699999757154E-005                 -1.1554785912682399E+000                  2.5857941937078417E+000                 -5.2786071623752155E+000                  4.8601914470613288E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                       8                  5.0073699999569377E-005                 -1.1554786125565124E+000                  2.5857946339399263E+000                 -5.2786040808180976E+000                  4.8601949688499531E+000                  7.3000000000000054E-001                  2.4999999999999958E-001                  1.9999999999999907E-002 
                                       9                  5.0073699999131237E-005                 -1.1554786622288105E+000                  2.5857956024574413E+000                 -5.2785973014963430E+000                  4.8602027166879473E+000                  7.3000000000000043E-001                  2.4999999999999956E-001                  2.0000000000000018E-002 
                                      10                  5.0073699998192372E-005                 -1.1554787686678494E+000                  2.5857971433052840E+000                 -5.2785865165090335E+000                  4.8602150425210660E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                      11                  5.0073699996940545E-005                 -1.1554789105831658E+000                  2.5857997848122394E+000                 -5.2785680287990937E+000                  4.8602361717344778E+000                  7.3000000000000009E-001                  2.4999999999999992E-001                  2.0000000000000018E-002 
                                      12                  5.0073699994436892E-005                 -1.1554791944021372E+000                  2.5858059485750586E+000                 -5.2785248949242574E+000                  4.8602854693639843E+000                  7.3000000000000032E-001                  2.4999999999999981E-001                  1.9999999999999907E-002 
                                      13                  5.0073699988177766E-005                 -1.1554799038815289E+000                  2.5858147549025761E+000                 -5.2784632853007007E+000                  4.8603558853033739E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                      14                  5.0073699981918647E-005                 -1.1554806132637567E+000                  2.5858279657147509E+000                 -5.2783708928988213E+000                  4.8604614884998059E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                      15                  5.0073699969400387E-005                 -1.1554820317368415E+000                  2.5858543927564224E+000                 -5.2781861877587462E+000                  4.8606726206459676E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                      16                  5.0073699944363896E-005                 -1.1554848675183815E+000                  2.5858940501717580E+000                 -5.2779093309657892E+000                  4.8609891348000280E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                      17                  5.0073699913068271E-005                 -1.1554884100643568E+000                  2.5859381373123100E+000                 -5.2776019945243009E+000                  4.8613405583206042E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
                                      18                  5.0073699881772640E-005                 -1.1554919501908698E+000                  2.5860043010221565E+000                 -5.2771415383101568E+000                  4.8618671781500309E+000                  7.3000000000000020E-001                  2.4999999999999992E-001                  1.9999999999999907E-002 
